id,date,title,category,url,n_images,image1,body
wp-afnc-f18442ff,2026-08-24,หางานทำต่างประเทศ อาจถูกหลอกจนหมดตัว,other,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/find-a-job-abroad/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-53.webp,อยากไปทำงานต่างประเทศ ระวังประกาศรับสมัครงานลวง ที่ขอให้ส่งเอกสารส่วนตัวเพื่อดำเนินการ หรือใช้ชื่อหน่วยงานรัฐเพื่อสร้างความน่าเชื่อถือ ก่อนหลอกให้ผู้สมัครจ่ายเงินค่าดำเนินการต่าง ๆ คิดให้ดีก่อนหลงเชื่อ และไม่ลืมที่จะตรวจสอบบริษัทจัดหางาน นายจ้าง และรายละเอียดการเดินทางจากหน่วยงานทางการโดยตรงก่อนทุกค
wp-afnc-067da3ff,2026-08-23,นายหน้าเก๊ ปล่อยเช่าคอนโดหรู,other,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/luxury-condo-for-rent/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-51.webp,คอนโดหรู ทำเลดี ราคาน่าสนใจ อาจเป็นเหยื่อล่อของนายหน้าเก๊ ที่นำข้อมูลหรือรูปจริงมาใช้ประกาศลวงให้เช่า เมื่อมีคนสนใจจะบ่ายเบี่ยงไม่ให้ดูห้องจริง พร้อมสร้างแรงกดดันว่า “มีคนรอจองหลายราย” เพื่อให้รีบตัดสินใจ ก่อนทำสัญญา ต้องเช็กรายละเอียดให้รอบคอบ ตรวจสอบตัวตนนายหน้า ช่องทางติดต่อเจ้าของหรือโครงการโดยต
wp-afnc-13748570,2026-08-22,ป้ายประมูลปลอม ระวังไว้อย่าคิดเสี่ยง,financial_fraud,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/fake-auction-sign/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-49.webp,ป้ายทะเบียนเลขสวยหรือหมวดพิเศษที่อ้างว่า “หลุดประมูล” อาจเป็นเหยื่อล่อของมิจฉาชีพ โดยเปิดเพจปลอมและใช้ภาพหรือข้อมูลที่ดูน่าเชื่อถือ ใช้คำลวงหลุดประมูลราคาถูกเพื่อดึงดูดคนที่กำลังมองหาป้ายเลขสวย เมื่อเหยื่อสนใจ จะเร่งให้โอนเงินมัดจำหรือยอดเต็ม โดยอ้างว่าต้องรีบปิดบิลก่อนมีคนอื่นซื้อ สุดท้ายอาจถูกบล็อ
wp-afnc-5d333e57,2026-08-21,มิจฯ หลอกสแกนหน้าลุ้นรับซิมเน็ตฟรี,prize_scam,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/data-sim-card/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-47.webp,โปรซิมฟรี เน็ตไม่อั้น อาจไม่ใช่ของฟรีอย่างที่คิด เพราะมิจฉาชีพอาจปลอม SMS หรือแอบอ้างชื่อค่ายมือถือ ส่งข้อความแนวจิตวิทยาเร่งเร้าความโลภและความอยากได้ พร้อมแนบลิงก์ให้ลงทะเบียนรับสิทธิ์ โดยหลอกให้ส่งภาพบัตรประชาชนและวิดีโอใบหน้าเพื่อยืนยันตัวตน ต้องระวัง เพราะข้อมูลเหล่านี้อาจถูกนำไปใช้สวมรอยหรือประ
wp-afnc-44e8a689,2026-08-20,ติดต่อรับเงินคืนค่าประกันมิเตอร์จาก PEA ผ่านไลน์ Navapong,prize_scam,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/pea/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web2-128.webp,เตือนภัย!! PEA เปิดให้ติดต่อผ่าน LINE “Navapong” เพื่อรับเงินคืนค่าประกันมิเตอร์ไฟฟ้า อย่าหลงเชื่อ การไฟฟ้าส่วนภูมิภาค (PEA) ไม่มีนโยบายติดต่อผู้ใช้ไฟฟ้าผ่าน LINE ดังกล่าว ทั้งนี้ขอให้ประชาชนอย่าแอดไลน์ ลงทะเบียน หรือสแกน QR Code ตามคำกล่าวอ้าง เพราะอาจเป็นการแอบอ้างเพื่อหลอกเอาข้อมูลส่วนบุคคล และอา
wp-afnc-bc718e07,2026-08-20,หลอกขายฝัน…ปั้นเด็กเป็นดารา,financial_fraud,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/celebrity/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-43.webp,ความใฝ่ฝันของเหล่าเด็กน้อยที่อยากเข้าวงการบันเทิงอาจจบลง…ถ้าท่านไม่ระวังให้ดี มิจฉาชีพอาจใช้ช่องทางโซเชียลหลอกขายฝัน สร้างโพสต์รับสมัครหรือประกาศ Casting แล้วขอภาพ คลิปการแสดง และข้อมูลส่วนเป็นข้ออ้างเพื่อทำให้ดูสมจริง เมื่อเหยื่อตายใจ อาจถูกส่งแบบทดสอบหรือให้ร่วมกิจกรรม แล้วทยอยเรียกเก็บค่าดำเนินกา
wp-afnc-b16ea035,2026-08-19,การไฟฟ้าส่วนภูมิภาค (PEA) เปิดให้บริการผ่านบัญชีไลน์ 11298744,prize_scam,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/open-line-service/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web2-111.webp,การไฟฟ้าส่วนภูมิภาค (PEA) ไม่มีบริการเปิดบัญชี LINE ID : 11298744 เพื่อให้บริการหรือติดต่อทำธุรกรรมด้านต่าง ๆ ขอให้ประชาชน อย่าหลงเชื่อหรือแอด LINE ดังกล่าว รวมถึงอย่าลงทะเบียนรับข่าวสารหรือเปิดเผยข้อมูลส่วนบุคคลให้กับผู้ที่แอบอ้าง ทั้งนี้ การไฟฟ้าส่วนภูมิภาคมีไลน์ช่องทางหลักที่ชื่อ @peathailand โดย
wp-afnc-8613fb7b,2026-08-19,ระวังเพจปลอม…เช่ารถออนไลน์,financial_fraud,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/rent-a-car-online/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-41.webp,อยากเช่ารถเที่ยวหรือใช้เดินทาง ระวังเพจรถเช่าปลอมที่ใช้ราคาถูกเป็นเหยื่อล่อ หากถูกขอเอกสารสำคัญตัวจริงเพื่อใช้ประกอบการเช่ายืม พร้อมกับถูกเรียกเก็บทั้งค่ามัดจำและค่าประกัน ให้ระวังไว้ก่อน! ก่อนทำสัญญา ก่อนโอน ควรตรวจสอบตัวตนร้าน ที่อยู่หน้าร้านจริง และช่องทางติดต่อจากแหล่งอื่นให้แน่ชัด รวมถึงหลีกเลี
wp-afnc-b2113d7d,2026-08-18,กระทรวงดิจิทัลฯ ส่งข้อความ SMS แจ้งรหัสยืนยันตัวตน OTP,impersonation_authority,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/otp-verification-code/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web2-126.webp,จากกรณีที่มีการส่ง SMS แจ้งรหัสยืนยันตัวตน OTP ระบุต้นทางจากกระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม ไปหาประชาชนนั้น จากการตรวจสอบพบว่า “เป็น SMS ปลอม” โดย กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม ขอยืนยันว่า ไม่มีการส่ง SMS แจ้งรหัส OTP ขอให้ประชาชนระมัดระวัง
wp-afnc-3cd22080,2026-08-18,การไฟฟ้านครหลวงส่งไลน์ชื่อ “ฝ่ายกองทะเบียน” แจ้งประชาชนผ่านไลน์ให้แจ้งเปลี่ยนมิเตอร์ใหม่,impersonation_authority,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/change-meter/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web2-116.webp,พบผู้ใช้ไลน์ชื่อ “ฝ่ายกองทะเบียน” แอบอ้างใช้โลโก้ของการไฟฟ้านครหลวง ติดต่อหาประชาชน โดยอ้างเรื่องมิเตอร์ไฟฟ้าชำรุด พร้อมเร่งรัดให้เปลี่ยนใหม่ จากการตรวจสอบ ยืนยัน เป็นไลน์ปลอม การไฟฟ้านครหลวง ยืนยันว่า ไม่มีการเรียกเก็บเงินผ่านแชต โทรศัพท์ หรือเรียกชำระค่าใช้จ่ายหน้างานโดยไม่ได้มีเอกสารรองรับ หากมีค
wp-afnc-bc6b504b,2026-08-18,ของเล่นนักวิทย์ ต้องเช็กให้ดีก่อนสั่งซื้อ,,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/science-toys/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-38.webp,พ่อแม่ท่านใดที่กำลังมองหาของเล่นแนววิทยาศาสตร์ หรือชุดทดลองสำหรับเด็กเพื่อใช้เสริมสร้างพัฒนาการ ควรระวังไว้ แม้จะมีให้ “เก็บเงินปลายทาง” เพื่อสร้างความไว้วางใจ…แต่ก็อย่าหลงเชื่อง่าย ๆ ต่อให้โปรโมชันดีแค่ไหน ก็ไม่คุ้มถ้าต้องแลกกับเงินและความปลอดภัยของเด็ก ก่อนสั่งซื้อ ควรตรวจสอบตัวตนร้าน รายละเอียดสิ
wp-afnc-e7590add,2026-08-17,เพจปลอมหลอกขายอุปกรณ์ตั้งแคมป์,financial_fraud,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/camping-equipment/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-35.webp,สายแคมป์ต้องระวัง! มิจฉาชีพอาจลอกเลียนแบบเพจร้านขายอุปกรณ์ตั้งแคมป์จริง จุดที่ต้องระวังคือ ไม่เปิดให้เก็บเงินปลายทาง และบังคับให้โอนเงินก่อน เมื่อโอนแล้วอาจไม่ได้รับสินค้า หรือไม่สามารถติดต่อร้านได้ ทุกครั้งก่อนซื้อ ต้องเช็ก ต้องตรวจสอบเพจร้าน ประวัติของร้าน เช็กรีวิว และช่องทางการชำระเงินให้รอบคอบท
wp-afnc-5b75d6c6,2026-08-16,นิสิตแพทย์จุฬาฯ แสดงบัตรประจำตัวเข้าฝึกปฏิบัติงาน ณ โรงพยาบาลในพื้นที่ จ.ศรีสะเกษ และ จ.อำนาจเจริญ,other,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/medical-student/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web2-104.webp,คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย ตรวจสอบแล้วพบว่า ไม่ปรากฏชื่อบุคคลดังกล่าวในฐานข้อมูลทะเบียนนิสิต และรหัสนิสิตที่ใช้แอบอ้างไม่มีอยู่ในระบบของมหาวิทยาลัย อีกทั้งบัตรประจำตัวนิสิตที่นำมาแสดงเป็นบัตรปลอม ไม่ได้ออกโดยจุฬาลงกรณ์มหาวิทยาลัย การแอบอ้างดังกล่าวอาจนำไปใช้หลอกลวงเพื่อแสวงหาผลประโยชน์ และอ
wp-afnc-cd9fbb53,2026-08-16,สํานักงานตํารวจแห่งชาติ เปิดเพจ Thailand lottery Game Tips เพื่อลงทะเบียนรับเงินคืนจากมิจฉาชีพออนไลน์,prize_scam,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/thailand-lottery-game-tips/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web2-101.webp,สำนักงานตำรวจแห่งชาติ เตือนภัย เพจที่ใช้ชื่อว่า “Thailand lottery Game Tips” ยิงแอดโฆษณาเพื่อให้ประชาชนลงทะเบียนขอรับเงินคืนจากการถูกหลอก อย่าหลงเชื่อ ข้อมูลที่โพสต์ผ่านเพจดังกล่าว เป็นการแอบอ้างชื่อหน่วยงานและไม่ใช่ช่องทางหลักของสำนักงานตำรวจแห่งชาติ ทั้งนี้ ประชาชนควรใช้ความระมัดระวังเป็นพิเศษต่อเ
wp-afnc-a49f661f,2026-08-16,เว็บไซต์ลวง หลอกรับสมัครงาน Part-time,financial_fraud,https://www.antifakenewscenter.com/%e0%b8%ad%e0%b8%b2%e0%b8%8a%e0%b8%8d%e0%b8%b2%e0%b8%81%e0%b8%a3%e0%b8%a3%e0%b8%a1%e0%b8%ad%e0%b8%ad%e0%b8%99%e0%b9%84%e0%b8%a5%e0%b8%99%e0%b9%8c/apply-for-a-part-time-job/,1,https://www.antifakenewscenter.com/wp-content/uploads/2026/08/Web-32.webp,งาน Part-time ที่เห็นว่าสมัครง่าย รายได้ดี อาจไม่ได้โพสต์มาจากร้านดัง อาจเป็นโพสต์ของมิจฉาชีพที่สร้างเว็บไซต์เลียนแบบร้านหรือแบรนด์ที่น่าเชื่อถือ แล้วหลอกให้ผู้สมัครกรอกข้อมูลส่วนตัวพร้อมเลขบัญชี แล้วอาจจะอ้างว่า “ต้องโอนเงินสำรองไว้ก่อนเริ่มงานนะ” ด้วยข้ออ้างสารพัดอย่าง คิดให้ดี ตรวจสอบให้ชัวร์ ก่อ
